ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	description	gene_biotype	chromosome_name	start_position	end_position	strand	Entrez
ENSMUSG00000061024	1010.6527545656941	0.6791928484429961	0.19547847081386183	3.218732200141493	0.0012875867471289638	0.007156394351191509	Rrs1	Ribosome biosis regulatory protein homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9CYH6]	protein_coding	1	9545408	9547455	1	59014
ENSMUSG00000025911	105.83149091376345	-2.2717594352968993	0.547761022588923	-4.056074353001671	4.990437905061863e-5	4.5316909518948256e-4	Adhfe1	Mus musculus alcohol dehydrogenase, iron containing, 1 (Adhfe1), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001357376]	protein_coding	1	9547948	9580673	1	76187
ENSMUSG00000079671	23.1502774578228	-1.6713128008555742	0.48018804601302156	-3.3764122499867644	7.343779326882655e-4	0.004456631632980623	2610203C22Rik	RIKEN cDNA 2610203C22 gene [Source:MGI Symbol;Acc:MGI:1919731]	processed_transcript	1	9560832	9631175	-1	NA
ENSMUSG00000081441	3.0326706448149854	0.19434026730907336	0.8927625071793448	0.16167823597914288	0.8715592442021564	0.9789858089866923	Gm6161	predicted gene 6161 [Source:MGI Symbol;Acc:MGI:3644104]	processed_pseudogene	1	9574548	9575649	1	NA
ENSMUSG00000067879	17.47514638258167	-1.9384364353016041	0.7112517765140471	-2.655088532161027	0.007928759653251799	0.031465300876744984	3110035E14Rik	Uncharacterized   [Source:UniProtKB/Swiss-Prot;Acc:Q8BG31]	protein_coding	1	9601199	9627143	1	76982
ENSMUSG00000025912	336.9005687518434	1.0744307355918739	0.2938064198006306	3.4867540889236723	4.889206967036774e-4	0.0031887954250214134	Mybl1	MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]	protein_coding	1	9667415	9700209	-1	17864
ENSMUSG00000045210	1256.5083536340571	0.36677336197237614	0.21660107565822045	1.4624736327358767	0.14361146466199112	0.293407228865376	Vcpip1	valosin containing protein (p97)/p47 complex interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917925]	protein_coding	1	9718622	9748382	-1	70675
ENSMUSG00000097893	1.6239553234950226	-0.3399074826989463	1.1670969123257497	-0.24840052238783566	0.8038245294379036	0.9347082496519843	1700034P13Rik	RIKEN cDNA 1700034P13 gene [Source:MGI Symbol;Acc:MGI:1920581]	antisense	1	9747648	9791924	1	NA
ENSMUSG00000025915	132.12190448455146	0.44017572708228914	0.28321605953909934	1.3776610257103852	0.16830796985680294	0.3300751599346125	Sgk3	serum/glucocorticoid regulated kinase 3 [Source:MGI Symbol;Acc:MGI:2182368]	protein_coding	1	9798107	9900845	1	170755
ENSMUSG00000046101	4.628133823302697	-0.6229742614738175	0.7229300969110508	-0.7925721503670031	0.4280271398793714	0.6299618219112196	Mcmdc2	Minichromosome maintenance domain-containing protein 2  [Source:UniProtKB/Swiss-Prot;Acc:E9Q956]	protein_coding	1	9908638	9942085	1	240697
ENSMUSG00000098234	303.9572598484018	0.7311411333380747	0.2204716231476599	3.08947302883457	0.0020051191131073847	0.0103224780146456	Snhg6	small nucleolar RNA host gene 6 [Source:MGI Symbol;Acc:MGI:1921074]	lincRNA	1	9941959	9944118	-1	NA
ENSMUSG00000093178	5.724194744780326	0.7278145709845948	0.6520371351601736	1.0395336928441796	0.2985565967054347	0.4912493087651098	Snord87	small nucleolar RNA, C/D box 87 [Source:MGI Symbol;Acc:MGI:2387894]	snoRNA	1	9942463	9942549	-1	NA
ENSMUSG00000099032	27.698974628612078	-0.45825106242388985	0.6145091563216344	-0.6643530990939557	0.5064643433706373	0.702781404637997	Tcf24	transcription factor 24 [Source:HGNC Symbol;Acc:HGNC:32275]	protein_coding	1	9960163	9967932	-1	100039596
ENSMUSG00000025916	1.1862214841235652	-0.8578026273692144	1.488412597735781	-0.5427276204179329	0.5873173541636436	NA	Ppp1r42	Protein phosphatase 1 regulatory subunit 42  [Source:UniProtKB/Swiss-Prot;Acc:Q8R1Z4]	protein_coding	1	9968624	10009136	-1	69312
ENSMUSG00000025917	1127.5970949134608	-0.030783679121396235	0.06543921680793446	-0	1	1	Cops5	COP9 signalosome complex subunit 5  [Source:UniProtKB/Swiss-Prot;Acc:O35864]	protein_coding	1	10024601	10038168	-1	26754
ENSMUSG00000056763	566.1892792190254	-0.06795497244476335	0.15074812324902284	-0.11910577762287157	0.9051915534491141	0.9993192888277952	Cspp1	Centrosome and spindle pole associated protein 1  [Source:UniProtKB/Swiss-Prot;Acc:B2RX88]	protein_coding	1	10037987	10136768	1	211660
ENSMUSG00000067851	3025.1106147734663	-0.2782302329362118	0.1205809001370205	-1.892756088873656	0.058390313577192585	0.1501183399737958	Arfgef1	Brefeldin A-inhibited guanine nucleotide-exchange protein 1  [Source:UniProtKB/Swiss-Prot;Acc:G3X9K3]	protein_coding	1	10137571	10232670	-1	211673
ENSMUSG00000088153	0.65857820614876	-1.2414322581382824	1.9255641640961239	-0.6187445115325725	0.5360846818405178	NA	Gm26348	predicted gene, 26348 [Source:MGI Symbol;Acc:MGI:5456125]	misc_RNA	1	10166539	10166778	1	NA
ENSMUSG00000102556	0.5870477894801921	-0.8397259807291152	2.338504843848723	-0.33770551419058864	0.7355851189315945	NA	Gm37569	predicted gene, 37569 [Source:MGI Symbol;Acc:MGI:5610797]	TEC	1	10197081	10198802	-1	NA
ENSMUSG00000042501	38.1880098071572	0.32258610544903976	0.38693323684783565	0.7044783944374267	0.4811349004381882	0.6798567647680132	Cpa6	Carboxypeptidase A6  [Source:UniProtKB/Swiss-Prot;Acc:Q5U901]	protein_coding	1	10324720	10719945	-1	329093
ENSMUSG00000100648	0.6979278973625951	0.5395950045946923	1.619479250172371	0.3023163183736882	0.7624109397316743	NA	Gm28659	predicted gene 28659 [Source:MGI Symbol;Acc:MGI:5579365]	processed_pseudogene	1	10868688	10869446	1	NA
ENSMUSG00000048960	144.39024102433547	0.7815401591226914	0.32117330029670593	2.277711623123344	0.022743764771290226	0.07218887633863806	Prex2	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q3LAC4]	protein_coding	1	10993465	11303681	1	109294
ENSMUSG00000057715	3.402750835643585	3.143123039966455	1.3193050370672463	2.344509384154497	0.019052131077374065	0.06292826280330584	A830018L16Rik	Uncharacterized   [Source:UniProtKB/Swiss-Prot;Acc:Q8BZJ8]	protein_coding	1	11414105	11975901	1	320492
ENSMUSG00000101610	0.8083218452346173	-2.116467968296642	1.7623549926619455	-1.1725605663450074	0.2409720707041158	NA	Gm7560	predicted gene 7560 [Source:MGI Symbol;Acc:MGI:3648484]	processed_pseudogene	1	12120960	12121832	1	NA
ENSMUSG00000016918	283.759293018299	0.6983027448708662	0.329931235357919	1.9649632268601924	0.049418493843819536	0.13191901857424815	Sulf1	Extracellular sulfatase Sulf-1  [Source:UniProtKB/Swiss-Prot;Acc:Q8K007]	protein_coding	1	12692277	12861192	1	240725
ENSMUSG00000025938	11.08830528150697	1.624680323843622	0.6602758170038874	2.384882625247429	0.01708457131160923	0.0578558150949387	Slco5a1	solute carrier organic anion transporter family, member 5A1 [Source:MGI Symbol;Acc:MGI:2443431]	protein_coding	1	12866549	12992650	-1	240726
ENSMUSG00000042414	7.391508491384583	0.02938604065992252	0.6869509210763362	0	1	1	Prdm14	PR domain containing 14 [Source:MGI Symbol;Acc:MGI:3588194]	protein_coding	1	13113457	13127163	-1	383491
ENSMUSG00000005886	2045.3750977701125	-0.08624842967998178	0.23580579976480046	-0.15372153575585085	0.8778293035325118	0.9828540094726347	Ncoa2	Nuclear receptor coactivator 2  [Source:UniProtKB/Swiss-Prot;Acc:Q61026]	protein_coding	1	13139105	13374083	-1	17978
ENSMUSG00000025935	2777.794746454936	-0.9447104808287696	0.38715438482310083	-2.3109914698178664	0.02083332606639959	0.06726986225615278	Tram1	translocating chain-associating membrane protein 1 [Source:MGI Symbol;Acc:MGI:1919515]	protein_coding	1	13564698	13589910	-1	72265
ENSMUSG00000025937	286.5779248352766	-1.10732512111661	0.1926503115560188	-5.488312541914375	4.0579160314530134e-8	8.474407519033324e-7	Lactb2	Endoribonuclease LACTB2  [Source:UniProtKB/Swiss-Prot;Acc:Q99KR3]	protein_coding	1	13623330	13660546	-1	212442
ENSMUSG00000102982	1.4274169885973444	-0.43549416104092237	1.1326226362955802	-0.3403553387399544	0.7335889476165176	NA	Gm38319	predicted gene, 38319 [Source:MGI Symbol;Acc:MGI:5611547]	TEC	1	13641483	13642748	-1	NA
ENSMUSG00000067813	1.1577146610662907	-3.8038215447070267	3.7269014537074217	-1.0072231829400333	0.3138275348051664	NA	Xkr9	X-linked Kx blood group related 9 [Source:MGI Symbol;Acc:MGI:2686466]	protein_coding	1	13668771	13701723	1	381246
ENSMUSG00000097711	1.997361410827223	-2.1602613278071368	1.0958274728038784	-1.9257240580103736	0.054138838249784486	0.14165746083099298	Gm5523	predicted pseudogene 5523 [Source:MGI Symbol;Acc:MGI:3649089]	processed_pseudogene	1	13785883	13786879	-1	NA
ENSMUSG00000102166	0.7853731255933837	0.26249841947031893	2.0263544857503524	0.10486734723102087	0.9164810692030474	NA	Gm36947	predicted gene, 36947 [Source:MGI Symbol;Acc:MGI:5610175]	TEC	1	13846871	13849119	-1	NA
ENSMUSG00000025932	197.52378478573425	-1.0240380310014352	0.31153779334662346	-3.1265485337687426	0.0017687130758441626	0.009298084075140977	Eya1	Eyes absent homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:P97767]	protein_coding	1	14168954	14310235	-1	14048
ENSMUSG00000054493	1.210659440959757	1.4684063269002203	1.7311210504945793	0.8193571018589273	0.41258270245811274	NA	Gm9947	predicted gene 9947 [Source:MGI Symbol;Acc:MGI:3642739]	antisense	1	14752937	14776931	1	NA
ENSMUSG00000025930	13.464025680877647	2.848627795910249	0.7355989858534704	3.8045563543880814	1.420585687879685e-4	0.001105836444840876	Msc	Musculin  [Source:UniProtKB/Swiss-Prot;Acc:O88940]	protein_coding	1	14753346	14755992	-1	17681
ENSMUSG00000081201	0.600133649028966	0.9712239051239848	1.9457477764105993	0.4734549443111297	0.6358886382881208	NA	Smt3h2-ps4	SMT3 suppressor of mif two 3 homolog 2, pseudogene 4 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2149598]	processed_pseudogene	1	14839869	14840156	-1	NA
ENSMUSG00000082193	7.816376321776466	0.32311124711441325	0.5306548070508447	0.5146683747806794	0.606784776445419	0.7905821375067864	Rpl5-ps1	ribosomal protein L5, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3647110]	processed_pseudogene	1	14865072	14865965	1	NA
ENSMUSG00000073737	1.0623042086463903	2.0519981681262323	1.9843942025200974	1.0088712039088699	0.31303640701391416	NA	Gm10566	predicted gene 10566 [Source:MGI Symbol;Acc:MGI:3642220]	processed_pseudogene	1	15268802	15269797	-1	NA
ENSMUSG00000092083	0.48371792078731746	0.9822052756060534	2.8524310323575772	0.32681080279636826	0.7438109882566282	NA	Kcnb2	Potassium voltage-gated channel subfamily B member 2  [Source:UniProtKB/Swiss-Prot;Acc:A6H8H5]	protein_coding	1	15287254	15723750	1	98741
ENSMUSG00000025925	191.70522608557835	-0.26046944714942794	0.15549519513359572	-1.3535430915958553	0.17588219332915128	0.3399876781230546	Terf1	Telomeric repeat-binding factor 1  [Source:UniProtKB/Swiss-Prot;Acc:P70371]	protein_coding	1	15805646	15844052	1	21749
ENSMUSG00000104379	14.03463439181585	-0.048275169347901	0.8769770037864842	-0	1	1	Gm37509	predicted gene, 37509 [Source:MGI Symbol;Acc:MGI:5610737]	TEC	1	15853331	15856499	1	NA
ENSMUSG00000032719	85.59376493968676	1.628332944833034	0.5349363141482548	2.9505062623129508	0.003172536130737055	0.01496961802759734	Sbspon	Somatomedin-B and thrombospondin type-1 domain-containing protein  [Source:UniProtKB/Swiss-Prot;Acc:Q3UPR9]	protein_coding	1	15853862	15892722	-1	226866
ENSMUSG00000067795	1.523317430523855	-0.5158064753566487	1.2408648101389326	-0.3753885770235478	0.707371499024861	0.8673747891149023	4930444P10Rik	RIKEN cDNA 4930444P10 gene [Source:MGI Symbol;Acc:MGI:1923049]	protein_coding	1	16065979	16093325	-1	75799
ENSMUSG00000043716	22070.082313441562	0.5765000396893417	0.14303206379278088	3.680993098527291	2.323272941922838e-4	0.0016909054215792651	Rpl7	ribosomal protein L7 [Source:MGI Symbol;Acc:MGI:98073]	protein_coding	1	16101295	16104662	-1	19989
ENSMUSG00000025921	1062.2361390276371	0.7412408670707824	0.31774199787500085	2.175478443811873	0.029594281759489808	0.08891838447161933	Rdh10	Retinol dehydrogenase 10  [Source:UniProtKB/Swiss-Prot;Acc:Q8VCH7]	protein_coding	1	16105774	16133734	1	98711
ENSMUSG00000025920	575.2203166698591	-0.10881865439004088	0.09676516454270978	-0.6078494742194104	0.5432873126840767	0.7366574815632926	Stau2	staufen double-stranded RNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1352508]	protein_coding	1	16228674	16520112	-1	29819
ENSMUSG00000025939	484.0977388272004	-0.38841903013545787	0.10632355298942649	-3.182916866680636	0.0014579946930324262	0.007903850209940009	Ube2w	ubiquitin-conjugating enzyme E2W (putative) [Source:MGI Symbol;Acc:MGI:1914049]	protein_coding	1	16540790	16619489	-1	66799
ENSMUSG00000102457	4.74698619888312	0.32895206412208844	0.7410395673919554	0.37643342730516216	0.7065946989988412	0.866784715226833	Gm38342	predicted gene, 38342 [Source:MGI Symbol;Acc:MGI:5611570]	TEC	1	16618560	16621539	1	NA
ENSMUSG00000079658	1948.6993303441652	0.18563488416235424	0.06382204390999184	2.1252043314946163	0.03356956677548617	0.09825553967748067	Eloc	Elongin-C  [Source:UniProtKB/Swiss-Prot;Acc:P83940]	protein_coding	1	16641725	16657042	-1	67923
ENSMUSG00000097744	0.8146947992598849	-0.2189475478603899	1.7090268338185182	-0.09885599483707724	0.9212526087283744	NA	D030040B21Rik	RIKEN cDNA D030040B21 gene [Source:MGI Symbol;Acc:MGI:4437728]	lincRNA	1	16657552	16662278	1	NA
ENSMUSG00000025940	481.2152174935	-0.9524718207033794	0.221832298333537	-4.06826159888793	4.7365188093305706e-5	4.3344045381199666e-4	Tmem70	Transmembrane protein 70, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q921N7]	protein_coding	1	16665207	16678275	1	70397
ENSMUSG00000025779	81.56466412269124	-1.2429067634212048	0.2359262999550888	-5.056268689197804	4.275388677259897e-7	6.928387528523812e-6	Ly96	lymphocyte antigen 96 [Source:MGI Symbol;Acc:MGI:1341909]	protein_coding	1	16688051	16709611	1	17087
ENSMUSG00000091020	44.990045750808235	0.1995582175209355	0.2630193205989761	0.5686206518226317	0.569613606673339	0.7588406650619692	Gm5828	predicted gene 5828 [Source:MGI Symbol;Acc:MGI:3644176]	processed_pseudogene	1	16768279	16770138	-1	NA
ENSMUSG00000042686	97.6721284522527	-0.1411590818022528	0.2520293238059741	-0.3617002990986558	0.7175760035199169	0.8741121441264194	Jph1	Junctophilin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9ET80]	protein_coding	1	16964560	17097889	-1	57339
ENSMUSG00000025777	5.777768685599976	-1.7136664792829952	0.7882147594925013	-2.1106766388822265	0.03480011528592976	0.10089487859110235	Gdap1	Ganglioside-induced differentiation-associated protein 1  [Source:UniProtKB/Swiss-Prot;Acc:O88741]	protein_coding	1	17145362	17164271	1	14545
ENSMUSG00000101589	4.958428476990778	0.3876066876748305	0.7427765149023839	0.4545198736112422	0.6494546911863024	0.8239447519218059	Rbm6-ps1	RNA binding motif protein 6, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1889580]	processed_pseudogene	1	17397412	17400281	-1	NA
ENSMUSG00000067780	73.6028924625553	0.8780056898100387	0.5126833895758639	1.6150429419900587	0.10630139582776289	0.23625981958214826	Pi15	peptidase inhibitor 15 [Source:MGI Symbol;Acc:MGI:1934659]	protein_coding	1	17601901	17630939	1	94227
ENSMUSG00000100053	1.032404313405087	0.1514691156384847	1.85477863361307	0.0547068603226386	0.9563720038026919	NA	Gm28154	predicted gene 28154 [Source:MGI Symbol;Acc:MGI:5578860]	antisense	1	17615084	17641081	-1	NA
ENSMUSG00000085125	1.3285568005665753	1.3806104046013035	1.6039396443063552	0.8295888248193675	0.40677129723235605	NA	Gm16070	predicted gene 16070 [Source:MGI Symbol;Acc:MGI:3801761]	antisense	1	17676027	17727646	-1	NA
ENSMUSG00000025776	160.4347515006609	0.615899889702533	0.38656432438150984	1.463921665839066	0.14321535285963125	0.29275660293276323	Crispld1	Cysteine-rich secretory protein LCCL domain-containing 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8CGD2]	protein_coding	1	17727045	17766344	1	83691
ENSMUSG00000100720	1.1131007287633612	-0.1472054727954668	1.198690817281713	-0.08109303199293788	0.9353679671027326	NA	Gm10075	predicted gene 10075 [Source:MGI Symbol;Acc:MGI:3710521]	processed_pseudogene	1	19153422	19153966	-1	NA
ENSMUSG00000025927	1122.8870580316166	1.4872645831327924	0.6800355959363255	2.113513750929252	0.03455681931711844	0.10033006111909583	Tfap2b	transcription factor AP-2 beta [Source:MGI Symbol;Acc:MGI:104672]	protein_coding	1	19208914	19238576	1	21419
ENSMUSG00000043760	2.3896324148360044	2.2427274608641725	2.09241394708088	1.047941524153593	0.29466554927693295	0.48734618858970846	Pkhd1	PKHD1, fibrocystin/polyductin [Source:HGNC Symbol;Acc:HGNC:9016]	protein_coding	1	20057779	20618064	-1	241035
ENSMUSG00000090142	1.011265188947133	0.5839025642333234	1.3978621439068148	0.3819422155185817	0.7025042263036643	NA	Gm15795	predicted gene 15795 [Source:MGI Symbol;Acc:MGI:3802035]	processed_pseudogene	1	20444258	20444810	-1	NA
ENSMUSG00000041872	0.5647553577448232	-0.8207238716398322	2.8784071100179625	-0.26776055025622225	0.7888836385312847	NA	Il17f	Interleukin-17F  [Source:UniProtKB/Swiss-Prot;Acc:Q7TNI7]	protein_coding	1	20777146	20790617	-1	257630
ENSMUSG00000041859	761.407393962844	1.4374790734059413	0.5230855308267008	2.652489873335104	0.007990052462759386	0.031662309540511836	Mcm3	minichromosome maintenance complex component 3 [Source:MGI Symbol;Acc:MGI:101845]	protein_coding	1	20802968	20820312	-1	17215
ENSMUSG00000097934	0.5512261365689952	2.2030629250009097	2.200309798605961	0.9785271721123157	0.3278136591229692	NA	6720483E21Rik	RIKEN cDNA 6720483E21 gene [Source:MGI Symbol;Acc:MGI:1924991]	lincRNA	1	20888650	20890473	-1	NA
ENSMUSG00000025931	55.47583453351076	1.7949839793359594	0.5320980845152952	3.279440445506433	0.0010401316109129256	0.006001972671403824	Paqr8	Mus musculus progestin and adipoQ receptor family member VIII (Paqr8), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001355122]	protein_coding	1	20890606	20939650	1	74229
ENSMUSG00000041809	37.857826696670095	0.574778878801348	0.44857802165261507	1.1698720255352677	0.24205247308852515	0.42580196953390576	Efhc1	EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16406]	protein_coding	1	20951626	20990841	1	71877
ENSMUSG00000041779	350.46555236249424	0.0909256211599725	0.12256346876508067	0.33391369852965963	0.7384446825738675	0.8886091135969532	Tram2	Translocating chain-associated membrane protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q924Z5]	protein_coding	1	20996299	21079229	-1	170829
ENSMUSG00000100819	0.8430422273991413	0.20251205633453923	1.7706658517642975	0.08613260157616735	0.9313610076068912	NA	Gm2693	predicted gene 2693 [Source:MGI Symbol;Acc:MGI:3780862]	unprocessed_pseudogene	1	21178988	21187427	1	NA
ENSMUSG00000025933	49.07272145023137	0.7404752959650045	0.6229648147095975	1.1083696537289633	0.26770220506907294	0.4567418953620363	Tmem14a	transmembrane protein 14A [Source:MGI Symbol;Acc:MGI:1922962]	protein_coding	1	21218575	21230167	1	75712
ENSMUSG00000025934	23.434532886118294	-2.687929810354563	0.6863297418947204	-3.8435312493848017	1.2127654862951563e-4	9.666050849084772e-4	Gsta3	Glutathione S-transferase A3  [Source:UniProtKB/Swiss-Prot;Acc:P30115]	protein_coding	1	21240589	21265661	1	14859
ENSMUSG00000041722	0.6580200468951185	-2.94166451612107	2.3877143425400704	-1.2110596584367348	0.2258725410659179	NA	Khdc1c	KH homology domain-containing protein 1C  [Source:UniProtKB/Swiss-Prot;Acc:Q4KL78]	protein_coding	1	21368331	21370845	1	433278
ENSMUSG00000085079	0.7843069107832892	-1.490537485806966	1.6618015320838142	-0.8668529051123244	0.38602261027004775	NA	Khdc1b	KH homology domain-containing protein 1B  [Source:UniProtKB/Swiss-Prot;Acc:P0C7A0]	protein_coding	1	21383556	21386373	1	98582
